序号,出发地,抵达地,航班号,航空公司,飞机号,起步价,载客量,头等舱,商务舱,经济舱,起飞机场,降落机场,月,日,星期,时,分,抵达时,抵达分
4760,沈阳,贵阳,G55028,华夏航空,B737,3211,159,0,6,105,桃仙机场,龙洞堡机场,8,27,6,14,45,21,0
4761,沈阳,贵阳,MF1480,厦门航空,B737,3211,159,0,8,92,桃仙机场,龙洞堡机场,6,1,6,14,45,21,0
4762,沈阳,贵阳,AQ1072,九元航空,B737,1729,159,0,10,49,桃仙机场,龙洞堡机场,9,27,5,20,55,2,45
4763,沈阳,贵阳,AQ1072,九元航空,B737,3458,159,0,5,123,桃仙机场,龙洞堡机场,8,24,2,21,10,2,45
4764,沈阳,海口,CA3533,中国国航,A320,2828,158,0,4,34,桃仙机场,美兰机场,10,11,6,9,35,16,10
4765,沈阳,海口,KY9727,昆明航空,A320,2199,158,0,8,98,桃仙机场,美兰机场,10,1,2,9,35,16,10
4766,沈阳,海口,ZH9727,深圳航空,A320,4399,158,0,7,110,桃仙机场,美兰机场,9,2,2,9,35,16,10
4767,沈阳,海口,JD5263,首都航空,A320,2199,158,0,4,141,桃仙机场,美兰机场,3,30,1,10,40,17,20
4768,沈阳,海口,JD5243,首都航空,A320,3770,158,0,4,45,桃仙机场,美兰机场,10,9,1,10,45,17,20
4769,沈阳,海口,SC4834,山东航空,B737,3456,159,0,3,45,桃仙机场,美兰机场,5,13,2,14,5,20,35
4770,沈阳,海口,HU7048,海南航空,B737,2828,159,0,12,84,桃仙机场,美兰机场,5,17,5,14,10,20,45
4771,沈阳,海口,CZ6304,南方航空,A320,4399,158,0,3,33,桃仙机场,美兰机场,11,13,3,15,30,21,55
4772,沈阳,杭州,CZ6483,南方航空,A321,1479,177,0,2,157,桃仙机场,萧山机场,1,23,3,8,20,11,0
4773,沈阳,杭州,GJ8866,长龙航空,A320,2774,158,0,5,136,桃仙机场,萧山机场,12,14,1,10,35,13,20
4774,沈阳,杭州,HU7730,海南航空,B737,2219,159,0,10,25,桃仙机场,萧山机场,12,23,6,13,40,16,15
4775,沈阳,杭州,HU7730,海南航空,B737,2404,159,0,2,91,桃仙机场,萧山机场,6,19,2,13,40,16,15
4776,沈阳,杭州,ZH9792,深圳航空,A320,1479,158,0,7,51,桃仙机场,萧山机场,1,17,2,14,0,16,45
4777,沈阳,杭州,9C8920,春秋航空,A320,1664,158,0,4,123,桃仙机场,萧山机场,8,27,6,15,45,18,30
4778,沈阳,杭州,CZ6688,南方航空,B737,2774,159,0,2,111,桃仙机场,萧山机场,4,6,3,17,10,19,45
4779,沈阳,济南,JD5347,首都航空,A320,810,158,0,4,7,桃仙机场,遥墙机场,9,14,4,7,40,9,30
4780,沈阳,济南,CZ3984,南方航空,A320,900,158,0,0,106,桃仙机场,遥墙机场,12,12,3,13,30,15,15
4781,沈阳,济南,SC1162,山东航空,B737,1080,159,0,4,28,桃仙机场,遥墙机场,6,2,5,13,55,15,40
4782,沈阳,济南,3U1068,四川航空,B737,1170,159,0,2,66,桃仙机场,遥墙机场,3,23,1,19,35,21,25
4783,沈阳,济南,CA4972,中国国航,B737,990,159,0,4,107,桃仙机场,遥墙机场,12,1,0,19,35,21,25
4784,沈阳,济南,SC4972,山东航空,B737,1080,159,0,6,117,桃仙机场,遥墙机场,10,3,0,19,35,21,25
4785,沈阳,济南,ZH3036,深圳航空,B737,1080,159,0,5,10,桃仙机场,遥墙机场,11,7,2,19,35,21,25
4786,沈阳,昆明,MU2943,东方航空,A320,2348,158,0,6,76,桃仙机场,长水机场,6,11,3,7,25,13,45
4787,沈阳,昆明,MU2943,东方航空,A320,4403,158,0,1,5,桃仙机场,长水机场,1,4,1,7,35,13,50
4788,沈阳,昆明,ZH9711,深圳航空,A320,2642,158,0,6,29,桃仙机场,长水机场,10,12,5,9,30,16,10
4789,沈阳,昆明,CZ6403,南方航空,A321,2348,177,0,12,55,桃仙机场,长水机场,9,19,6,10,5,16,40
4790,沈阳,昆明,G55106,华夏航空,A321,2642,177,0,7,48,桃仙机场,长水机场,7,5,1,10,5,16,40
4791,沈阳,昆明,MF4052,厦门航空,A321,4403,177,0,8,46,桃仙机场,长水机场,12,31,5,10,5,16,40
4792,沈阳,昆明,CA4176,中国国航,A320,4109,158,0,6,1,桃仙机场,长水机场,12,31,5,11,30,15,55
4793,沈阳,昆明,9C8595,春秋航空,A320,4109,158,0,0,42,桃仙机场,长水机场,6,22,6,13,35,19,35
4794,沈阳,昆明,DR6556,瑞丽航空,B737,3229,159,0,11,107,桃仙机场,长水机场,1,17,2,13,45,20,25
4795,沈阳,昆明,SC1162,山东航空,B737,2055,159,0,7,42,桃仙机场,长水机场,5,11,4,13,55,20,0
4796,沈阳,兰州,CZ6491,南方航空,A319,1710,124,0,3,72,桃仙机场,中川机场,6,2,5,9,10,12,25
4797,沈阳,南昌,ZH9715,深圳航空,A320,2883,158,0,4,72,桃仙机场,昌北机场,8,9,3,9,30,12,50
4798,沈阳,南昌,CZ6581,南方航空,A319,2499,124,0,5,68,桃仙机场,昌北机场,6,30,5,10,15,14,55
4799,沈阳,南昌,JD5243,首都航空,A320,1538,158,0,0,103,桃仙机场,昌北机场,9,1,3,10,45,14,5
4800,沈阳,南昌,MU5531,东方航空,A320,2114,158,0,6,9,桃仙机场,昌北机场,3,13,4,18,20,0,15
4801,沈阳,南京,MU2943,东方航空,A320,1467,158,0,7,5,桃仙机场,禄口机场,7,21,6,7,25,9,40
4802,沈阳,南京,MU2943,东方航空,A320,2119,158,0,1,36,桃仙机场,禄口机场,10,1,2,7,35,9,50
4803,沈阳,南京,CZ6451,南方航空,A319,1467,124,0,7,78,桃仙机场,禄口机场,11,14,2,8,30,10,50
4804,沈阳,南京,MF4094,厦门航空,A319,1793,124,0,7,105,桃仙机场,禄口机场,5,22,0,8,30,10,50
4805,沈阳,南京,CZ6581,南方航空,A319,1630,124,0,8,24,桃仙机场,禄口机场,1,31,2,10,15,12,30
4806,沈阳,南京,ZH9705,深圳航空,A320,1956,158,0,6,97,桃仙机场,禄口机场,8,26,0,14,45,17,5
4807,沈阳,南京,CZ3656,南方航空,B737,2445,159,0,9,58,桃仙机场,禄口机场,12,21,1,14,45,17,10
4808,沈阳,南京,G55028,华夏航空,B737,1141,159,0,4,34,桃仙机场,禄口机场,6,11,3,14,45,17,10
4809,沈阳,南京,MF1480,厦门航空,B737,2282,159,0,3,98,桃仙机场,禄口机场,1,13,6,14,45,17,10
4810,沈阳,青岛,CZ6311,南方航空,A320,1009,158,0,8,95,桃仙机场,流亭机场,4,2,0,8,5,9,35
4811,沈阳,青岛,CZ6311,南方航空,A320,1082,158,0,4,80,桃仙机场,流亭机场,8,31,2,8,5,9,35
4812,沈阳,青岛,MF1964,厦门航空,A320,793,158,0,5,106,桃仙机场,流亭机场,11,23,0,8,5,9,35
4813,沈阳,青岛,MF1964,厦门航空,A320,937,158,0,6,125,桃仙机场,流亭机场,8,17,2,8,5,9,35
4814,沈阳,青岛,BK2770,奥凯航空,B737,1009,159,0,12,35,桃仙机场,流亭机场,9,15,3,12,45,14,20
4815,沈阳,青岛,SC4834,山东航空,B737,649,159,0,5,18,桃仙机场,流亭机场,10,30,1,14,5,15,40
4816,沈阳,青岛,MU5250,东方航空,A320,793,158,0,6,26,桃仙机场,流亭机场,11,21,2,20,20,22,0
4817,沈阳,三亚,9C8581,春秋航空,A320,2740,158,0,3,95,桃仙机场,凤凰机场,1,30,3,7,20,14,5
4818,沈阳,三亚,CZ6483,南方航空,A321,2740,177,0,6,13,桃仙机场,凤凰机场,9,25,0,8,20,15,5
4819,沈阳,三亚,JD5209,首都航空,A330,2740,311,5,16,83,桃仙机场,凤凰机场,11,8,1,9,55,15,0
4820,沈阳,三亚,ZH9723,深圳航空,A320,2398,158,0,8,97,桃仙机场,凤凰机场,1,18,1,10,0,16,45
4821,沈阳,三亚,CZ6762,南方航空,JET,2740,20,0,0,8,桃仙机场,凤凰机场,2,21,4,15,55,22,30
4822,沈阳,三亚,MF4344,厦门航空,JET,2398,20,0,0,16,桃仙机场,凤凰机场,10,10,0,15,55,22,30
4823,沈阳,三亚,CA3530,中国国航,A320,3083,158,0,1,40,桃仙机场,凤凰机场,5,25,4,16,0,23,0
4824,沈阳,三亚,KY9726,昆明航空,A320,2398,158,0,6,42,桃仙机场,凤凰机场,6,23,5,16,0,23,0
4825,沈阳,三亚,ZH9726,深圳航空,A320,5138,158,0,1,6,桃仙机场,凤凰机场,1,21,5,16,0,23,0
4826,沈阳,三亚,HU7790,海南航空,B737,4453,159,0,8,26,桃仙机场,凤凰机场,12,7,1,16,5,23,30
4827,沈阳,三亚,3U8766,四川航空,A321,4110,177,0,7,153,桃仙机场,凤凰机场,7,3,3,18,0,0,20
4828,沈阳,三亚,JD5628,首都航空,A321,3768,177,0,16,29,桃仙机场,凤凰机场,11,23,0,18,0,0,45
4829,沈阳,三亚,CZ6383,南方航空,A320,3768,158,0,4,89,桃仙机场,凤凰机场,11,7,2,18,5,22,55
4830,沈阳,三亚,CZ6519,南方航空,A320,4795,158,0,3,31,桃仙机场,凤凰机场,7,22,5,18,5,22,55
4831,沈阳,上海,MU5602,东方航空,A320,1500,158,0,1,99,桃仙机场,浦东机场,12,28,1,7,45,10,10
4832,沈阳,上海,CZ6503,南方航空,A320,1091,158,0,3,150,桃仙机场,浦东机场,3,25,6,8,0,10,25
4833,沈阳,上海,MF4136,厦门航空,A320,1228,158,0,1,2,桃仙机场,浦东机场,6,8,6,8,0,10,25
4834,沈阳,上海,MU3679,东方航空,A320,2046,158,0,4,44,桃仙机场,浦东机场,5,2,6,8,0,10,25
4835,沈阳,上海,CZ6505,南方航空,JET,2046,20,0,0,14,桃仙机场,浦东机场,5,18,4,9,25,11,50
4836,沈阳,上海,MU5608,东方航空,A320,1228,158,0,1,143,桃仙机场,浦东机场,10,6,4,9,55,13,55
4837,沈阳,上海,9C8840,春秋航空,A320,1773,158,0,4,49,桃仙机场,浦东机场,2,17,1,10,30,12,50
4838,沈阳,上海,CZ6239,南方航空,A320,1364,158,0,4,87,桃仙机场,浦东机场,9,25,0,12,35,14,55
4839,沈阳,上海,MU5604,东方航空,A320,1637,158,0,8,134,桃仙机场,虹桥机场,6,22,6,13,15,15,40
4840,沈阳,上海,CZ6501,南方航空,A321,955,177,0,0,52,桃仙机场,浦东机场,9,4,0,15,0,17,30
4841,沈阳,上海,CZ6507,南方航空,A321,1637,177,0,3,92,桃仙机场,浦东机场,1,26,0,16,30,19,0
4842,沈阳,上海,CZ6507,南方航空,A321,1364,177,0,0,108,桃仙机场,浦东机场,6,2,5,16,30,19,0
4843,沈阳,上海,MF4140,厦门航空,A321,1637,177,0,2,144,桃仙机场,浦东机场,10,22,2,16,30,19,0
4844,沈阳,上海,MF4140,厦门航空,A321,1500,177,0,8,56,桃仙机场,浦东机场,12,8,0,16,30,19,0
4845,沈阳,上海,MU3683,东方航空,A321,1364,177,0,9,142,桃仙机场,浦东机场,5,11,4,16,30,19,0
4846,沈阳,上海,MU3683,东方航空,A321,1364,177,0,10,2,桃仙机场,浦东机场,8,8,4,16,30,19,0
4847,沈阳,上海,ZH9721,深圳航空,A320,1364,158,0,8,88,桃仙机场,浦东机场,5,12,3,16,30,19,0
4848,沈阳,上海,9C8850,春秋航空,A320,1228,158,0,8,83,桃仙机场,浦东机场,8,24,2,17,20,19,45
4849,沈阳,上海,MU5531,东方航空,A320,1364,158,0,1,56,桃仙机场,浦东机场,1,4,1,18,20,20,45
4850,沈阳,上海,9C8971,春秋航空,A320,955,158,0,1,46,桃仙机场,浦东机场,7,24,3,18,40,21,15
4851,沈阳,上海,CZ6509,南方航空,A320,1910,158,0,5,122,桃仙机场,浦东机场,10,10,0,19,35,22,0
4852,沈阳,深圳,CZ6311,南方航空,A320,4007,158,0,3,118,桃仙机场,宝安机场,8,26,0,8,5,13,45
4853,沈阳,深圳,CZ6311,南方航空,A320,3472,158,0,5,64,桃仙机场,宝安机场,3,20,4,8,5,13,45
4854,沈阳,深圳,MF1964,厦门航空,A320,2404,158,0,1,52,桃仙机场,宝安机场,4,25,5,8,5,13,45
4855,沈阳,深圳,MF1964,厦门航空,A320,3472,158,0,5,117,桃仙机场,宝安机场,5,4,4,8,5,13,45
4856,沈阳,深圳,ZH9610,深圳航空,A320,3739,158,0,3,141,桃仙机场,宝安机场,9,21,4,8,25,14,25
4857,沈阳,深圳,ZH9608,深圳航空,A320,2404,158,0,7,134,桃仙机场,宝安机场,5,22,0,9,25,13,40
4858,沈阳,深圳,CZ6559,南方航空,A320,1870,158,0,7,9,桃仙机场,宝安机场,3,23,1,10,10,15,55
4859,沈阳,深圳,ZH9602,深圳航空,A320,2671,158,0,2,27,桃仙机场,宝安机场,3,16,1,12,40,17,0
4860,沈阳,深圳,HU7730,海南航空,B737,2671,159,0,10,56,桃仙机场,宝安机场,3,29,2,13,40,19,35
4861,沈阳,深圳,HU7730,海南航空,B737,2671,159,0,1,114,桃仙机场,宝安机场,7,26,1,13,40,19,50
4862,沈阳,深圳,ZH9604,深圳航空,A320,4007,158,0,6,44,桃仙机场,宝安机场,2,23,2,15,40,20,10
4863,沈阳,深圳,CZ6386,南方航空,A320,3472,158,0,1,44,桃仙机场,宝安机场,3,6,4,15,45,20,5
4864,沈阳,深圳,CZ6386,南方航空,A320,2137,158,0,7,51,桃仙机场,宝安机场,4,19,4,16,5,20,20
4865,沈阳,深圳,ZH9606,深圳航空,A319,2671,124,0,8,93,桃仙机场,宝安机场,5,27,2,19,5,23,25
4866,沈阳,深圳,9C8600,春秋航空,A320,3739,158,0,0,128,桃仙机场,宝安机场,11,8,1,19,50,1,55
4867,沈阳,石家庄,9C8581,春秋航空,A320,877,158,0,1,9,桃仙机场,正定机场,12,31,5,7,20,9,10
4868,沈阳,石家庄,JD5536,首都航空,A320,682,158,0,1,87,桃仙机场,正定机场,3,19,5,18,50,20,35
4869,沈阳,厦门,ZH9701,深圳航空,B737,1794,159,0,1,59,桃仙机场,高崎机场,5,10,5,8,40,13,50
4870,沈阳,厦门,ZH9703,深圳航空,B737,2018,159,0,12,101,桃仙机场,高崎机场,11,27,3,10,20,15,30
4871,沈阳,厦门,CA4818,中国国航,B737,3139,159,0,8,81,桃仙机场,高崎机场,5,23,6,11,40,16,50
4872,沈阳,厦门,SC4818,山东航空,B737,2018,159,0,7,38,桃仙机场,高崎机场,2,13,5,11,40,16,50
4873,沈阳,厦门,CZ5038,南方航空,B737,2018,159,0,3,109,桃仙机场,高崎机场,5,1,0,12,5,15,45
4874,沈阳,厦门,MF8032,厦门航空,B737,2018,159,0,9,72,桃仙机场,高崎机场,6,26,2,12,5,15,45
4875,沈阳,厦门,NS8032,河北航空,B737,3139,159,0,11,112,桃仙机场,高崎机场,4,29,1,12,5,15,45
4876,沈阳,厦门,HU7048,海南航空,B737,3363,159,0,8,93,桃仙机场,高崎机场,4,18,5,14,10,17,45
4877,沈阳,厦门,9C8691,春秋航空,A320,1794,158,0,0,102,桃仙机场,高崎机场,7,15,5,14,20,19,50
4878,沈阳,厦门,ZH9705,深圳航空,A320,2690,158,0,1,85,桃仙机场,高崎机场,4,4,5,14,45,19,55
4879,沈阳,厦门,3U1068,四川航空,B737,1569,159,0,0,53,桃仙机场,高崎机场,5,12,3,19,35,0,40
4880,沈阳,厦门,CA4972,中国国航,B737,2915,159,0,2,43,桃仙机场,高崎机场,11,29,1,19,35,0,40
4881,沈阳,厦门,SC4972,山东航空,B737,1569,159,0,4,58,桃仙机场,高崎机场,2,19,6,19,35,0,40
4882,沈阳,厦门,ZH3036,深圳航空,B737,2018,159,0,11,16,桃仙机场,高崎机场,11,1,1,19,35,0,40
4883,石家庄,长沙,MF7007,厦门航空,B737,1124,159,0,5,27,正定机场,黄花机场,12,20,2,7,35,9,40
4884,石家庄,长沙,NS3299,河北航空,B737,999,159,0,4,143,正定机场,黄花机场,7,10,3,7,35,9,40
4885,石家庄,成都,9C8985,春秋航空,A320,1086,158,0,1,46,正定机场,双流机场,11,28,2,7,10,9,50
4886,石家庄,成都,MF7067,厦门航空,ERJ-190,1764,78,0,0,30,正定机场,双流机场,4,19,4,10,20,13,0
4887,石家庄,成都,NS3307,河北航空,ERJ-190,1628,78,0,0,20,正定机场,双流机场,8,7,5,10,20,13,0
4888,石家庄,成都,3U8670,四川航空,A320,1357,158,0,7,73,正定机场,双流机场,6,22,6,13,15,15,55
4889,石家庄,成都,MF7067,厦门航空,ERJ-190,1628,78,0,0,68,正定机场,双流机场,11,22,1,14,25,17,5
4890,石家庄,成都,NS3307,河北航空,ERJ-190,1493,78,0,0,68,正定机场,双流机场,8,14,5,14,25,17,5
4891,石家庄,成都,MF7003,厦门航空,B737,2036,159,0,12,27,正定机场,双流机场,8,27,6,16,20,19,0
4892,石家庄,成都,NS3209,河北航空,B737,1221,159,0,2,68,正定机场,双流机场,6,4,3,16,20,19,0
4893,石家庄,成都,MF7003,厦门航空,B737,1764,159,0,1,92,正定机场,双流机场,10,11,6,18,30,21,5
4894,石家庄,成都,NS3209,河北航空,B737,1628,159,0,1,138,正定机场,双流机场,7,25,2,18,30,21,5
4895,石家庄,重庆,MF7029,厦门航空,B737,1761,159,0,10,32,正定机场,江北机场,11,19,4,13,35,16,0
4896,石家庄,重庆,NS3241,河北航空,B737,1510,159,0,0,88,正定机场,江北机场,2,5,6,13,35,16,0
4897,石家庄,重庆,9C8993,春秋航空,A320,1510,158,0,6,54,正定机场,江北机场,6,11,3,19,5,21,35
4898,石家庄,重庆,CA4794,中国国航,B737,1384,159,0,3,4,正定机场,江北机场,11,18,5,19,45,22,10
4899,石家庄,重庆,G54794,华夏航空,B737,1258,159,0,8,83,正定机场,江北机场,8,5,0,19,45,22,10
4900,石家庄,重庆,SC4794,山东航空,B737,1132,159,0,10,86,正定机场,江北机场,6,22,6,19,45,22,10
4901,石家庄,大连,CZ9891,南方航空,ERJ-190,1092,78,0,0,72,正定机场,周水子机场,2,10,1,7,30,8,45
4902,石家庄,大连,MF7045,厦门航空,ERJ-190,858,78,0,0,75,正定机场,周水子机场,5,25,4,7,30,8,45
4903,石家庄,大连,NS3257,河北航空,ERJ-190,1170,78,0,0,7,正定机场,周水子机场,5,7,1,7,30,8,45
4904,石家庄,福州,9C8785,春秋航空,A320,1276,158,0,6,44,正定机场,长乐机场,2,4,0,7,0,9,35
4905,石家庄,福州,MF7009,厦门航空,B737,1595,159,0,7,48,正定机场,长乐机场,10,31,0,8,10,12,30
4906,石家庄,福州,NS3243,河北航空,B737,2393,159,0,3,5,正定机场,长乐机场,6,14,0,8,10,12,30
4907,石家庄,广州,CZ9885,南方航空,B737,1458,159,0,10,97,正定机场,白云机场,9,23,2,8,10,11,5
4908,石家庄,广州,MF7001,厦门航空,B737,2004,159,0,2,14,正定机场,白云机场,2,15,3,8,10,11,5
4909,石家庄,广州,NS3203,河北航空,B737,2004,159,0,3,86,正定机场,白云机场,7,18,2,8,10,11,5
4910,石家庄,广州,CZ3132,南方航空,B737,1275,159,0,7,145,正定机场,白云机场,10,12,5,11,50,14,50
4911,石家庄,广州,CZ3132,南方航空,B737,2733,159,0,6,106,正定机场,白云机场,6,10,4,12,5,15,5
4912,石家庄,广州,MF1032,厦门航空,B737,2004,159,0,8,87,正定机场,白云机场,1,28,5,12,5,15,5
4913,石家庄,广州,MU3031,东方航空,B737,2186,159,0,12,71,正定机场,白云机场,3,6,4,12,5,15,5
4914,石家庄,广州,NS3132,河北航空,B737,1640,159,0,4,107,正定机场,白云机场,3,5,5,12,5,15,5
4915,石家庄,广州,9C8899,春秋航空,A320,2369,158,0,3,88,正定机场,白云机场,5,14,1,14,0,16,55
4916,石家庄,哈尔滨,MF7063,厦门航空,ERJ-190,1318,78,0,0,27,正定机场,太平机场,1,23,3,7,55,10,5
4917,石家庄,哈尔滨,NS3259,河北航空,ERJ-190,1318,78,0,0,11,正定机场,太平机场,10,19,5,7,55,10,5
4918,石家庄,哈尔滨,JD5531,首都航空,A321,1025,177,0,13,101,正定机场,太平机场,11,7,2,14,40,16,50
4919,石家庄,海口,MF7007,厦门航空,B737,2819,159,0,0,131,正定机场,美兰机场,9,11,0,7,35,12,30
4920,石家庄,海口,NS3299,河北航空,B737,3524,159,0,7,16,正定机场,美兰机场,12,16,6,7,35,12,30
4921,石家庄,海口,MF7013,厦门航空,B737,1644,159,0,4,145,正定机场,美兰机场,3,26,5,14,20,19,15
4922,石家庄,海口,NS3239,河北航空,B737,3289,159,0,9,114,正定机场,美兰机场,9,13,5,14,20,19,15
4923,石家庄,海口,HU7666,海南航空,B737,1879,159,0,3,90,正定机场,美兰机场,5,14,1,15,50,19,25
4924,石家庄,海口,HU7628,海南航空,B737,1644,159,0,1,11,正定机场,美兰机场,9,11,0,16,15,19,50
4925,石家庄,杭州,MF7027,厦门航空,B737,1614,159,0,1,134,正定机场,萧山机场,12,13,2,7,30,9,30
4926,石家庄,杭州,NS3211,河北航空,B737,1076,159,0,0,48,正定机场,萧山机场,9,23,2,7,30,9,30
4927,石家庄,杭州,MF7057,厦门航空,ERJ-190,1291,78,0,0,46,正定机场,萧山机场,7,25,2,9,30,11,30
4928,石家庄,杭州,NS3213,河北航空,ERJ-190,1184,78,0,0,54,正定机场,萧山机场,5,10,5,9,30,11,30
4929,石家庄,杭州,9C8555,春秋航空,A320,753,158,0,5,93,正定机场,萧山机场,12,28,1,10,20,12,15
4930,石家庄,杭州,MF7047,厦门航空,ERJ-190,1291,78,0,0,60,正定机场,萧山机场,7,10,3,11,35,13,35
4931,石家庄,杭州,NS3305,河北航空,ERJ-190,1291,78,0,0,11,正定机场,萧山机场,2,22,3,11,35,13,35
4932,石家庄,杭州,HU7156,海南航空,B737,1076,159,0,6,100,正定机场,萧山机场,6,10,4,14,5,16,0
4933,石家庄,杭州,GJ8798,长龙航空,A320,1399,158,0,2,125,正定机场,萧山机场,2,14,4,15,20,17,20
4934,石家庄,杭州,GJ8798,长龙航空,A320,968,158,0,4,125,正定机场,萧山机场,10,13,4,15,20,17,25
4935,石家庄,昆明,CZ9899,南方航空,B737,2720,159,0,11,90,正定机场,长水机场,2,24,1,6,50,9,55
4936,石家庄,昆明,MF7023,厦门航空,B737,2929,159,0,1,77,正定机场,长水机场,7,9,4,6,50,9,55
4937,石家庄,昆明,NS3311,河北航空,B737,1883,159,0,1,10,正定机场,长水机场,4,2,0,6,50,9,55
4938,石家庄,昆明,CZ9899,南方航空,B737,2510,159,0,7,74,正定机场,长水机场,2,20,5,7,40,10,50
4939,石家庄,昆明,MF7023,厦门航空,B737,2510,159,0,4,97,正定机场,长水机场,8,26,0,7,40,10,50
4940,石家庄,昆明,NS3311,河北航空,B737,2301,159,0,5,94,正定机场,长水机场,9,15,3,7,40,10,50
4941,石家庄,昆明,9C8937,春秋航空,A320,2720,158,0,6,36,正定机场,长水机场,3,19,5,9,45,12,50
4942,石家庄,昆明,3U8670,四川航空,A320,1464,158,0,2,21,正定机场,长水机场,2,16,2,13,15,18,30
4943,石家庄,昆明,CZ9893,南方航空,B737,2092,159,0,9,29,正定机场,长水机场,2,18,0,15,45,18,50
4944,石家庄,昆明,MF7025,厦门航空,B737,3138,159,0,0,3,正定机场,长水机场,3,22,2,15,45,18,50
4945,石家庄,昆明,NS3269,河北航空,B737,1883,159,0,8,39,正定机场,长水机场,2,28,4,15,45,18,50
4946,石家庄,兰州,GJ8797,长龙航空,A320,990,158,0,4,35,正定机场,中川机场,1,6,6,9,55,11,55
4947,石家庄,拉萨,CA3938,中国国航,A319,1926,124,0,6,25,正定机场,贡嘎机场,5,1,0,17,0,22,5
4948,石家庄,拉萨,TV9838,西藏航空,A319,3612,124,0,8,71,正定机场,贡嘎机场,12,2,6,17,0,22,5
4949,石家庄,拉萨,ZH3938,深圳航空,A319,3130,124,0,8,12,正定机场,贡嘎机场,12,28,1,17,0,22,5
4950,石家庄,南京,MF7009,厦门航空,B737,857,159,0,3,113,正定机场,禄口机场,12,8,0,8,10,9,50
4951,石家庄,南京,NS3243,河北航空,B737,1028,159,0,10,105,正定机场,禄口机场,4,13,3,8,10,9,50
4952,石家庄,南京,MU2768,东方航空,A320,943,158,0,4,145,正定机场,禄口机场,8,25,1,14,10,16,0
4953,石家庄,南京,MF7035,厦门航空,B737,771,159,0,2,87,正定机场,禄口机场,8,25,1,14,30,16,10
4954,石家庄,南京,NS3225,河北航空,B737,943,159,0,1,3,正定机场,禄口机场,9,29,3,14,30,16,10
4955,石家庄,青岛,MF7061,厦门航空,ERJ-190,889,78,0,0,27,正定机场,流亭机场,9,12,6,7,45,10,50
4956,石家庄,青岛,NS3291,河北航空,ERJ-190,508,78,0,0,4,正定机场,流亭机场,11,12,4,7,45,10,50
4957,石家庄,青岛,MF7061,厦门航空,ERJ-190,445,78,0,0,54,正定机场,流亭机场,8,11,1,7,45,10,55
4958,石家庄,青岛,NS3291,河北航空,ERJ-190,826,78,0,0,71,正定机场,流亭机场,9,9,2,7,45,10,55
4959,石家庄,三亚,9C8581,春秋航空,A320,3315,158,0,3,39,正定机场,凤凰机场,2,8,3,10,15,14,5
